,did,cid,cname
839,23469,9311038,099 -004 -The Staff
840,23469,9311039,"099 -006 -Sze, Julie"
841,23469,9311040,"099 -007 -Smoodin, Eric"
842,23469,9311041,"099 -008 -Wang, Grace"
843,23469,9311042,099 -009 -The Staff
844,23469,9311043,"099 -010 -Smith, Michael"
845,23469,9311044,"099 -011 -Thomas, Carolyn"
846,23469,9311045,"099 -012 -Kelman, Ari"
847,23469,9311046,"101E -001 -Wang, Grace"
848,23469,9311047,"101H -001 -Decristo, Jeramy"
849,23469,9311048,"130 -001 -Jafri, Beenash"
850,23469,9311049,"152 -001 -Smoodin, Eric"
851,23469,9311050,"153 -001 -Bayles, Megan"
852,23469,9311051,"155 -001 -Geier, Theodore"
853,23469,9311052,"160 -001 -Arapoglou, Eleftheri"
854,23469,9311053,190A -000 -The Staff
855,23469,9311054,"190A -001 -Mechling, Jay"
856,23469,9311055,190A -002 -The Staff
857,23469,9311056,"190A -003 -Wang, Grace"
858,23469,9311057,"190A -005 -Smoodin, Eric"
859,23469,9311058,"190A -006 -Turner, Patricia"
860,23469,9311059,190A -009 -The Staff
861,23469,9311060,"190A -010 -Smith, Michael"
862,23469,9311061,"190A -012 -Kelman, Ari"
863,23469,9311062,190B -000 -The Staff
864,23469,9311063,"190B -001 -Mechling, Jay"
865,23469,9311064,"190B -002 -Arbona-Homar, Javier"
866,23469,9311065,190B -003 -The Staff
867,23469,9311066,"190B -004 -Sze, Julie"
868,23469,9311067,"190B -005 -Smoodin, Eric"
869,23469,9311068,"190B -006 -Cartwright, Ryan"
870,23469,9311069,"190B -008 -Wang, Grace"
871,23469,9311070,"190B -009 -Biltekoff, Charlotte"
872,23469,9311071,"190B -010 -Smith, Michael"
873,23469,9311072,"190B -011 -Thomas, Carolyn"
874,23469,9311073,"190B -012 -Kelman, Ari"
875,23469,9311074,192 -000 -The Staff
876,23469,9311075,"192 -001 -Biltekoff, Charlotte"
877,23469,9311076,192 -002 -The Staff
878,23469,9311077,"192 -003 -Turner, Patricia"
879,23469,9311078,192 -004 -The Staff
880,23469,9311079,"192 -005 -Schroeder, Eric"
881,23469,9311080,"192 -006 -Sze, Julie"
882,23469,9311081,"192 -007 -Smoodin, Eric"
883,23469,9311082,"192 -008 -Wang, Grace"
884,23469,9311083,"192 -009 -Dymski, Gary"
885,23469,9311084,"192 -010 -Smith, Michael"
886,23469,9311085,"192 -011 -Thomas, Carolyn"
887,23469,9311086,"192 -012 -Kelman, Ari"
888,23469,9311087,197T -000 -The Staff
889,23469,9311088,"197T -001 -Cartwright, Ryan"
890,23469,9311089,197T -002 -The Staff
891,23469,9311090,"197T -003 -Turner, Patricia"
892,23469,9311091,197T -004 -The Staff
893,23469,9311092,"197T -006 -Sze, Julie"
894,23469,9311093,"197T -007 -Smoodin, Eric"
895,23469,9311094,"197T -008 -Wang, Grace"
896,23469,9311095,197T -009 -The Staff
897,23469,9311096,"197T -010 -Smith, Michael"
898,23469,9311097,"197T -011 -Thomas, Carolyn"
899,23469,9311098,"197T -012 -Kelman, Ari"
900,23469,9311099,198 -000 -The Staff
901,23469,9311100,"198 -001 -Sze, Julie"
902,23469,9311101,"198 -002 -Morand, Janice"
903,23469,9311102,"198 -003 -Turner, Patricia"
904,23469,9311103,"198 -007 -Smoodin, Eric"
905,23469,9311104,"198 -008 -Wang, Grace"
906,23469,9311105,"198 -009 -Dymski, Gary"
907,23469,9311106,"198 -010 -Smith, Michael"
908,23469,9311107,"198 -011 -Thomas, Carolyn"
909,23469,9311108,"198 -012 -Kelman, Ari"
910,23469,9311109,"198 -014 -Thomas, Carolyn"
911,23469,9311110,199 -000 -The Staff
912,23469,9311111,"199 -001 -Mechling, Jay"
913,23469,9311112,"199 -002 -Biltekoff, Charlotte"
914,23469,9311113,"199 -003 -Turner, Patricia"
915,23469,9311114,"199 -004 -Sze, Julie"
916,23469,9311115,"199 -005 -Kaplan, Caren"
917,23469,9311116,"199 -006 -Dymski, Gary"
918,23469,9311117,"199 -007 -Smoodin, Eric"
919,23469,9311118,"199 -008 -Wang, Grace"
920,23469,9311119,"199 -009 -Costantini, Edmond"
921,23469,9311120,"199 -010 -Smith, Michael"
922,23469,9311121,"199 -011 -Thomas, Carolyn"
923,23469,9311122,"199 -012 -Kelman, Ari"
924,23469,9311123,298 -000 -The Staff
925,23469,9311124,"298 -001 -Mechling, Jay"
926,23469,9311125,"298 -002 -Wilson, David"
927,23469,9311126,"298 -003 -Turner, Patricia"
928,23469,9311127,298 -004 -The Staff
929,23469,9311128,298 -006 -The Staff
930,23469,9311129,298 -007 -The Staff
931,23469,9311130,"298 -008 -Wang, Grace"
932,23469,9311131,"298 -009 -Dymski, Gary"
933,23469,9311132,"298 -010 -Smith, Michael"
934,23469,9311133,"298 -011 -Thomas, Carolyn"
935,23469,9311134,"298 -012 -Kelman, Ari"
936,23469,9311135,299 -000 -The Staff
937,23469,9311136,"299 -001 -Mechling, Jay"
938,23469,9311137,"299 -002 -Wilson, David"
939,23469,9311138,"299 -003 -Turner, Patricia"
940,23469,9311139,"299 -004 -Sze, Julie"
941,23469,9311140,"299 -006 -Wang, Grace"
942,23469,9311141,"299 -007 -Kelman, Ari"
943,23469,9311142,299 -008 -The Staff
944,23469,9311143,"299 -009 -Dymski, Gary"
945,23469,9311144,"299 -010 -Smith, Michael"
946,23469,9311145,"299 -011 -Thomas, Carolyn"
947,23469,9311146,299 -012 -The Staff
948,23469,9311147,396 -000 -The Staff
949,23469,9311148,"396 -001 -Smoodin, Eric"
950,23469,9311149,"396 -002 -Berwick, Hilary"
951,23469,9311150,"396 -003 -Bayles, Megan"
952,23469,9311151,"396 -004 -Biltekoff, Charlotte"
953,23469,9311152,"396 -005 -Arbona-Homar, Javier"
954,23469,9311153,"396 -006 -Wang, Grace"
955,23469,9311154,"396 -007 -Kaplan, Caren"
956,23469,9311155,"396 -010 -Arapoglou, Eleftheri"
957,23469,9311156,"396 -011 -Thomas, Carolyn"
958,23469,9311157,"396 -012 -Geier, Theodore"
959,23470,9311158,"218B -001 -Sih, Andrew"
960,23470,9311159,290 -000 -The Staff
961,23470,9311160,"290 -001 -Sih, Andrew"
962,23470,9311161,290 -003 -The Staff
963,23470,9311162,290 -004 -The Staff
964,23470,9311163,290 -005 -The Staff
965,23470,9311164,290 -006 -The Staff
966,23470,9311165,298 -000 -The Staff
967,23470,9311166,298 -003 -The Staff
968,23470,9311167,298 -004 -The Staff
969,23470,9311168,298 -006 -The Staff
970,23470,9311169,298 -007 -The Staff
971,23470,9311170,298 -008 -The Staff
972,23470,9311171,299 -000 -The Staff
973,23470,9311172,"299 -001 -Amaral, David"
974,23470,9311173,299 -002 -The Staff
975,23470,9311174,"299 -003 -Bales, Karen"
976,23470,9311175,299 -004 -The Staff
977,23470,9311176,"299 -006 -Britten, Kenneth"
978,23470,9311177,"299 -007 -Calisi, Rebecca"
979,23470,9311178,"299 -008 -Caro, Timothy"
980,23470,9311179,"299 -009 -Caillaud, Damien"
981,23470,9311180,"299 -010 -Chang, Ernest"
982,23470,9311181,299 -011 -The Staff
983,23470,9311182,"299 -012 -Chiu, Joanna"
984,23470,9311183,299 -013 -The Staff
985,23470,9311184,"299 -014 -Coss, Richard"
986,23470,9311185,"299 -016 -Crofoot, Margaret"
987,23470,9311186,"299 -019 -Eadie, John"
988,23470,9311187,299 -021 -The Staff
989,23470,9311188,"299 -022 -Grosberg, Richard"
990,23470,9311189,299 -023 -The Staff
991,23470,9311190,"299 -026 -Hahn, Thomas"
992,23470,9311191,299 -027 -The Staff
993,23470,9311192,"299 -028 -Harper, L"
994,23470,9311193,299 -032 -The Staff
995,23470,9311194,"299 -033 -Hedrick, Ann"
996,23470,9311195,299 -034 -The Staff
997,23470,9311196,"299 -035 -Isbell, Lynne"
998,23470,9311197,299 -036 -The Staff
999,23470,9311198,"299 -037 -Johnson, Brian"
1000,23470,9311199,299 -038 -The Staff
1001,23470,9311200,"299 -039 -Kanthaswamy, Sreetha"
1002,23470,9311201,299 -040 -The Staff
1003,23470,9311202,"299 -041 -Klimley, A"
1004,23470,9311203,299 -042 -The Staff
1005,23470,9311204,"299 -043 -Lewis, Edwin"
1006,23470,9311205,299 -044 -The Staff
1007,23470,9311206,299 -045 -The Staff
1008,23470,9311207,"299 -046 -Makagon, Maja"
1009,23470,9311208,"299 -047 -Mccowan, Brenda"
1010,23470,9311209,299 -048 -The Staff
1011,23470,9311210,"299 -049 -McElreath, Richard"
1012,23470,9311211,299 -050 -The Staff
1013,23470,9311212,"299 -051 -Mench, Joy"
1014,23470,9311213,299 -052 -The Staff
1015,23470,9311214,"299 -053 -Morgan, Steven"
1016,23470,9311215,299 -054 -The Staff
1017,23470,9311216,"299 -055 -Nevitt, Gabrielle"
1018,23470,9311217,299 -056 -The Staff
1019,23470,9311218,"299 -057 -Patricelli, Gail"
1020,23470,9311219,299 -058 -The Staff
1021,23470,9311220,"299 -059 -Ramenofsky, Marilyn"
1022,23470,9311221,299 -060 -The Staff
