,CRN,Course
8077,73292,UWP 106
8078,73293,UWP 110
8079,75091,UWP 111B
8080,73294,UWP 112A
8081,@,UWP 192
8082,@,UWP 197T
8083,@,UWP 197TC
8084,@,UWP 198
8085,@,UWP 199
8086,75252,UWP 271
8087,75252,UWP 271
8088,73433,UWP 280
8089,@,UWP 298
8090,@,UWP 299
8091,@,UWP 396
8092,73547,VEN 003
8093,@,VEN 099
8094,73564,VEN 101B
8095,73564,VEN 101B
8096,73565,VEN 101B
8097,73565,VEN 101B
8098,73566,VEN 110
8099,73567,VEN 126
8100,73567,VEN 126
8101,73568,VEN 126L
8102,73568,VEN 126L
8103,73569,VEN 126L
8104,73569,VEN 126L
8105,73570,VEN 128
8106,73571,VEN 128L
8107,73572,VEN 128L
8108,@,VEN 192
8109,@,VEN 198
8110,@,VEN 199
8111,@,VEN 217
8112,@,VEN 217
8113,73624,VEN 219
8114,@,VEN 290C
8115,@,VEN 297T
8116,@,VEN 298
8117,@,VEN 299
8118,@,VEN 396
8119,73817,WFC 050
8120,73817,WFC 050
8121,73818,WFC 050
8122,73818,WFC 050
8123,73819,WFC 050
8124,73819,WFC 050
8125,73820,WFC 050
8126,73820,WFC 050
8127,73821,WFC 050
8128,73821,WFC 050
8129,73822,WFC 050
8130,73822,WFC 050
8131,73823,WFC 050
8132,73823,WFC 050
8133,73824,WFC 050
8134,73824,WFC 050
8135,@,WFC 092
8136,73841,WFC 130
8137,73841,WFC 130
8138,73842,WFC 130
8139,73842,WFC 130
8140,73843,WFC 130
8141,73843,WFC 130
8142,73844,WFC 130
8143,73844,WFC 130
8144,73845,WFC 134
8145,73846,WFC 134L
8146,73847,WFC 134L
8147,74772,WFC 136
8148,74772,WFC 136
8149,74773,WFC 136
8150,74773,WFC 136
8151,74770,WFC 141
8152,74770,WFC 141
8153,74770,WFC 141
8154,74774,WFC 144
8155,74774,WFC 144
8156,@,WFC 192
8157,@,WFC 195
8158,@,WFC 195
8159,@,WFC 197T
8160,@,WFC 198
8161,@,WFC 198
8162,@,WFC 198
8163,@,WFC 198
8164,@,WFC 198
8165,@,WFC 198
8166,@,WFC 198
8167,@,WFC 198
8168,@,WFC 198
8169,@,WFC 198
8170,@,WFC 198
8171,@,WFC 198
8172,@,WFC 198
8173,@,WFC 198
8174,@,WFC 198
8175,@,WFC 198
8176,@,WFC 198
8177,@,WFC 199
8178,73926,WFC 230
8179,73926,WFC 230
8180,@,WFC 290
8181,@,WFC 290C
8182,@,WFC 297T
8183,@,WFC 298
8184,@,WFC 299
8185,73990,WLD 057E
8186,73990,WLD 057E
8187,73991,WLD 057E
8188,73991,WLD 057E
8189,73993,WLD 057E
8190,73993,WLD 057E
8191,73995,WLD 057E
8192,73995,WLD 057E
8193,73997,WLD 057E
8194,73997,WLD 057E
8195,73998,WLD 057E
8196,73998,WLD 057E
8197,73999,WLD 057E
8198,73999,WLD 057E
8199,74000,WLD 057E
8200,74003,WLD 057P
8201,74003,WLD 057P
8202,74004,WLD 057P
8203,74004,WLD 057P
8204,74007,WLD 057P
8205,74008,WLD 057S
8206,74008,WLD 057S
8207,74009,WLD 057S
8208,74009,WLD 057S
8209,74010,WLD 057S
8210,74010,WLD 057S
8211,74011,WLD 057S
8212,74011,WLD 057S
8213,74012,WLD 057S
8214,74012,WLD 057S
8215,74013,WLD 057S
8216,74013,WLD 057S
8217,74014,WLD 057S
8218,74014,WLD 057S
8219,74015,WLD 057S
8220,74016,WLD 057S
8221,74016,WLD 057S
8222,74018,WLD 057S
8223,74018,WLD 057S
8224,74019,WLD 057S
8225,74020,WLD 057S
8226,74020,WLD 057S
8227,74021,WLD 057S
8228,74021,WLD 057S
8229,74022,WLD 057S
8230,74023,WLD 057S
8231,74026,WLD 057S
8232,74026,WLD 057S
8233,75155,WLD 057S
8234,75155,WLD 057S
8235,75326,WLD 931
8236,74058,WMS 050
8237,74058,WMS 050
8238,74059,WMS 050
8239,74059,WMS 050
8240,74060,WMS 050
8241,74060,WMS 050
8242,74061,WMS 050
8243,74061,WMS 050
8244,74062,WMS 050
8245,74062,WMS 050
8246,74063,WMS 050
8247,74063,WMS 050
8248,74323,WMS 070
8249,@,WMS 098
8250,@,WMS 099
8251,74076,WMS 104
8252,74325,WMS 145
8253,74078,WMS 148
8254,74326,WMS 182
8255,@,WMS 192
8256,@,WMS 194HA
8257,@,WMS 194HB
8258,@,WMS 197T
8259,@,WMS 198
8260,@,WMS 199
8261,74122,WMS 200A
8262,74123,WMS 201
8263,@,WMS 299
8264,@,WMS 396
